ID,Title,Price,Miles,Location,Market Price
543,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
544,2021 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$43624,54916 mi,"Milwaukee, WI",$2276 below market
545,2021 Acura RDX SH-AWD,$35321,9246 mi,"Milwaukee, WI",$1671 below market
546,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
547,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
548,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
549,2019 Hyundai Santa Fe XL Limited Ultimate AWD,$21999,96504 mi,"Franklin, WI",$1828 below market
550,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
551,2021 Chevrolet Equinox Premier AWD with 1LZ,$29999,22903 mi,"Saukville, WI",$814 below market
552,2019 Ford F-150 Lariat SuperCrew 4WD,$39988,40883 mi,"Milwaukee, WI",$416 below market
553,2011 Buick LaCrosse CXL FWD,$6939,150662 mi,"Kenosha, WI",$485 below market
554,2015 GMC Savana Cargo 2500 RWD,$23836,39170 mi,"Plymouth, WI",$3018 below market
555,2021 Lexus RX 350 AWD,$44679,23671 mi,"Milwaukee, WI",$2432 below market
556,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
557,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
558,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
559,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
560,2021 Jeep Cherokee Latitude Plus 4WD,$23905,56249 mi,"Plymouth, WI",$2528 below market
561,2020 Jeep Gladiator Rubicon Crew Cab 4WD,$42970,32653 mi,"Plymouth, WI",$3126 below market
562,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
563,2021 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$43624,54916 mi,"Milwaukee, WI",$2276 below market
564,2021 Acura RDX SH-AWD,$35321,9246 mi,"Milwaukee, WI",$1671 below market
565,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
566,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
567,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
568,2019 Hyundai Santa Fe XL Limited Ultimate AWD,$21999,96504 mi,"Franklin, WI",$1828 below market
569,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
570,2018 GMC Sierra 3500HD Denali Crew Cab SB 4WD,$49999,105890 mi,"West Bend, WI",$1352 below market
571,2013 Mercedes-Benz M-Class ML 350 BlueTEC 4MATIC,$17990,70818 mi,"Milwaukee, WI",$1154 below market
572,2018 Jaguar XJ-Series XJL Supercharged RWD,$49890,24351 mi,"Antioch, IL",$1 above market
573,2018 Nissan Murano Platinum AWD,$23478,76351 mi,"West Bend, WI",$597 below market
574,2004 Cadillac XLR RWD,$20999,49495 mi,"Brown Deer, WI",$3609 below market
575,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,"Milwaukee, WI",$2892 below market
576,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,"West Bend, WI",$2571 below market
577,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,"Watertown, WI",$2514 below market
578,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,"Watertown, WI",$2900 below market
579,2019 Chevrolet Camaro,$26995,1787 mi,"Plymouth, WI",$3768 below market
580,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,"Delavan, WI",$2605 below market
581,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,"Delavan, WI",$4506 below market
582,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,"Delavan, WI",$3771 below market
583,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,"Delavan, WI",$4990 below market
584,2016 GMC Yukon SLE 4WD,$29999,50500 mi,"Sheboygan Falls, WI",$2128 below market
585,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,"Waukesha, WI",$2918 below market
586,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,"Milwaukee, WI",$2357 below market
587,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,"Milwaukee, WI",$2345 below market
588,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,"Milwaukee, WI",$3496 below market
589,2019 Chrysler 300 Limited AWD,$26310,59152 mi,"Watertown, WI",$929 above market
590,2015 Toyota Camry Hybrid,$15995,111134 mi,"Fox Lake, IL",$682 below market
591,2019 Jeep Grand Cherokee Limited 4WD,$31140,25847 mi,"Milwaukee, WI",$885 below market
592,2015 Lexus RX 350 FWD,$23500,72149 mi,"Cedarburg, WI",$280 below market
593,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
594,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
595,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
596,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
597,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
598,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
599,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
600,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
601,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
602,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
603,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
604,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
605,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
606,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
607,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
608,2018 Ford F-150 XLT SuperCrew 4WD,$33599,46725 mi,"Random Lake, WI",$1076 below market
609,2013 Ford F-250 Super Duty Lariat Crew Cab LB 4WD,$30000,167448 mi,"Milwaukee, WI",$1057 below market
610,2022 Jeep Compass Limited 4WD,$29999,14025 mi,"Saukville, WI",$1015 below market
611,2022 Tesla Model 3 Long Range AWD,$36900,24434 mi,"Kenosha, WI",$2694 below market
612,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
613,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
614,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
615,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
616,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
617,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
618,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
619,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
620,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
621,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
622,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
623,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
624,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
625,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
626,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
627,2022 GMC Acadia SLE FWD,$30821,26671 mi,"Oak Creek, WI",$2271 below market
628,2023 Nissan Rogue SV AWD,$31376,6650 mi,"Waukesha, WI",$857 below market
629,2020 Chevrolet Express Chassis 3500 139 Cutaway RWD,$19767,171351 mi,"Sheboygan, WI",$2209 below market
630,2019 Chevrolet Blazer 2LT AWD,$28895,28887 mi,"Racine, WI",$1163 below market
631,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
632,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
633,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
634,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
635,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
636,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
637,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
638,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
639,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
640,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
641,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
642,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
643,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
644,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
645,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
646,2020 GMC Sierra 1500 Denali Crew Cab 4WD,$49945,54693 mi,"Milwaukee, WI",$648 below market
647,2020 Jeep Grand Cherokee Limited 4WD,$32900,18385 mi,"Brookfield, WI",$1382 below market
648,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
649,2023 Acura MDX SH-AWD with A-SPEC Package,$52864,4859 mi,"West Bend, WI",$1992 below market
650,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
651,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
652,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
653,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
654,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
655,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
656,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
657,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
658,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
659,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
660,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
661,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
662,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
663,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
664,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
665,2018 Chevrolet Cruze LT Sedan FWD,$16601,28860 mi,"Bristol, WI",$2159 below market
666,2019 Ford F-150 XLT SuperCrew LB 4WD,$33500,64462 mi,"Kenosha, WI",$803 below market
667,2016 Nissan Maxima SR,$16800,96828 mi,"Beaver Dam, WI",$692 below market
668,2012 Jeep Wrangler Unlimited Sahara 4WD,$17917,141458 mi,"Antioch, IL",$590 below market
669,2021 Lexus RX 350 AWD,$44679,23671 mi,"Milwaukee, WI",$2432 below market
670,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
671,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
672,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
673,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
674,2021 Jeep Cherokee Latitude Plus 4WD,$23905,56249 mi,"Plymouth, WI",$2528 below market
675,2020 Jeep Gladiator Rubicon Crew Cab 4WD,$42970,32653 mi,"Plymouth, WI",$3126 below market
676,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
677,2021 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$43624,54916 mi,"Milwaukee, WI",$2276 below market
678,2021 Acura RDX SH-AWD,$35321,9246 mi,"Milwaukee, WI",$1671 below market
679,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
680,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
681,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
682,2019 Hyundai Santa Fe XL Limited Ultimate AWD,$21999,96504 mi,"Franklin, WI",$1828 below market
683,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
684,2019 Ford Explorer XLT AWD,$23500,62054 mi,"Milwaukee, WI",$3676 below market
685,2018 Ford F-150 Limited SuperCrew 4WD,$44498,51269 mi,"Milwaukee, WI",$578 above market
686,2020 Chevrolet Equinox 1.5T LT FWD,$25990,10312 mi,"Sheboygan, WI",$891 above market
687,2021 Kia K5 GT-Line AWD,$27129,45249 mi,"Waukesha, WI",$234 below market
688,2004 Cadillac XLR RWD,$20999,49495 mi,"Brown Deer, WI",$3609 below market
689,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,"Milwaukee, WI",$2892 below market
690,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,"West Bend, WI",$2571 below market
691,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,"Watertown, WI",$2514 below market
692,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,"Watertown, WI",$2900 below market
693,2019 Chevrolet Camaro,$26995,1787 mi,"Plymouth, WI",$3768 below market
694,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,"Delavan, WI",$2605 below market
695,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,"Delavan, WI",$4506 below market
696,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,"Delavan, WI",$3771 below market
697,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,"Delavan, WI",$4990 below market
698,2016 GMC Yukon SLE 4WD,$29999,50500 mi,"Sheboygan Falls, WI",$2128 below market
699,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,"Waukesha, WI",$2918 below market
700,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,"Milwaukee, WI",$2357 below market
701,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,"Milwaukee, WI",$2345 below market
702,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,"Milwaukee, WI",$3496 below market
703,2014 Volkswagen Passat SEL V6 Premium,$15150,84221 mi,"Sheboygan, WI",$749 above market
704,2013 Ford F-250 Super Duty Lariat Crew Cab LB 4WD,$30000,167448 mi,"Milwaukee, WI",$1057 below market
705,2019 Ford Flex SE FWD,$21138,60335 mi,"Sheboygan, WI",$928 below market
706,2021 Nissan Maxima Platinum FWD,$35595,5646 mi,"Greenfield, WI",$1066 below market
707,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
708,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
709,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
710,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
711,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
712,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
713,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
714,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
715,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
716,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
717,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
718,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
719,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
720,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
721,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
722,2018 Kia Sorento EX V6 AWD,$20824,75554 mi,"Antioch, IL",$538 below market
723,2018 Chevrolet Cruze LT Sedan FWD,$18995,22283 mi,"Racine, WI",$295 below market
724,2022 Toyota Highlander Platinum AWD,$48599,9464 mi,"West Allis, WI",$1158 below market
725,2017 GMC Sierra 1500 SLT Crew Cab 4WD,$29999,128821 mi,"Brookfield, WI",$492 below market
726,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
727,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
728,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
729,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
730,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
731,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
732,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
733,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
734,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
735,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
736,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
737,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
738,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
739,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
740,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
741,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
742,2022 BMW X3 M40i AWD,$54500,25047 mi,"Brookfield, WI",$2313 below market
743,2023 Ford Mustang Mach 1 Fastback RWD,$59900,2811 mi,"Kenosha, WI",$1770 below market
744,2019 RAM 1500 Laramie Crew Cab 4WD,$39654,52255 mi,"West Bend, WI",$1113 below market
745,2021 Lexus RX 350 AWD,$44679,23671 mi,"Milwaukee, WI",$2432 below market
746,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
747,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
748,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
749,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
750,2021 Jeep Cherokee Latitude Plus 4WD,$23905,56249 mi,"Plymouth, WI",$2528 below market
751,2020 Jeep Gladiator Rubicon Crew Cab 4WD,$42970,32653 mi,"Plymouth, WI",$3126 below market
752,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
753,2021 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$43624,54916 mi,"Milwaukee, WI",$2276 below market
754,2021 Acura RDX SH-AWD,$35321,9246 mi,"Milwaukee, WI",$1671 below market
755,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
756,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
757,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
758,2019 Hyundai Santa Fe XL Limited Ultimate AWD,$21999,96504 mi,"Franklin, WI",$1828 below market
759,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
760,2016 Ford Transit Cargo 250 3dr SWB Low Roof with 60/40 Side Passenger Doors,$23995,108568 mi,"Mukwonago, WI",$817 below market
761,2020 GMC Canyon Denali Crew Cab 4WD,$36695,40520 mi,"Milwaukee, WI",$1151 below market
762,2018 Ford F-150 XLT SuperCrew 4WD,$27500,104605 mi,"West Bend, WI",$1143 below market
763,2017 Chevrolet Colorado Work Truck Crew Cab RWD,$23763,54818 mi,"Plymouth, WI",$1125 below market
764,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
765,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
766,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
767,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
768,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
769,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
770,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
771,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
772,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
773,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
774,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
775,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
776,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
777,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
778,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
779,2020 Ford Explorer XLT AWD,$28437,59588 mi,"Bristol, WI",$2156 below market
780,2019 Porsche Cayenne AWD,$44000,69655 mi,"Brookfield, WI",$527 above market
781,2020 Ford F-250 Super Duty XLT Crew Cab LB 4WD,$56490,12717 mi,"Mukwonago, WI",$698 below market
782,2021 Mercedes-Benz GLC-Class GLC AMG 43 4MATIC SUV AWD,$57990,13110 mi,"Milwaukee, WI",$733 above market
783,2004 Cadillac XLR RWD,$20999,49495 mi,"Brown Deer, WI",$3609 below market
784,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,"Milwaukee, WI",$2892 below market
785,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,"West Bend, WI",$2571 below market
786,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,"Watertown, WI",$2514 below market
787,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,"Watertown, WI",$2900 below market
788,2019 Chevrolet Camaro,$26995,1787 mi,"Plymouth, WI",$3768 below market
789,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,"Delavan, WI",$2605 below market
790,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,"Delavan, WI",$4506 below market
791,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,"Delavan, WI",$3771 below market
792,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,"Delavan, WI",$4990 below market
793,2016 GMC Yukon SLE 4WD,$29999,50500 mi,"Sheboygan Falls, WI",$2128 below market
794,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,"Waukesha, WI",$2918 below market
795,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,"Milwaukee, WI",$2357 below market
796,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,"Milwaukee, WI",$2345 below market
797,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,"Milwaukee, WI",$3496 below market
798,2019 Buick Encore Preferred FWD,$19224,48280 mi,"Sheboygan, WI",$437 below market
799,2021 Ford Bronco Sport Outer Banks AWD,$33300,18725 mi,"Lake Geneva, WI",$503 below market
800,2019 GMC Sierra 1500 AT4 Crew Cab 4WD,$46483,43137 mi,"Waukesha, WI",$582 below market
801,2022 BMW X5 xDrive40i AWD,$58982,22010 mi,"Milwaukee, WI",$1892 below market
802,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
803,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
804,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
805,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
806,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
807,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
808,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
809,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
810,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
811,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
812,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
813,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
